volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_count,country-code
231050,"Ithnayn, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),26.58,40.2,1625,Intraplate / Continental crust (>25 km),Evidence Credible,3112,3112,3112,19734,0,682
283270,Iwakisan,Stratovolcano,1863,Japan,"Japan, Taiwan, Marianas",Honshu,40.656,140.303,1625,Subduction zone / Continental crust (>25 km),Eruption Observed,918,13229,465065,1617801,25,392
283240,Iwatesan,Complex,1919,Japan,"Japan, Taiwan, Marianas",Honshu,39.853,141.001,2038,Subduction zone / Continental crust (>25 km),Eruption Observed,439,18462,415920,2976795,10,392
342180,Ixtepeque,Lave dome,Unknown,Guatemala,México and Central America,Guatemala,14.42,-89.68,1292,Subduction zone / Continental crust (>25 km),Evidence Credible,131906,131906,374232,8263727,0,320
264110,Iya,Stratovolcano,1969,Indonesia,Indonesia,Lesser Sunda Islands,-8.891,121.641,618,Subduction zone / Crustal thickness unknown,Eruption Observed,10837,46835,62974,535387,11,360
263330,Iyang-Argapura,Complex,Unknown,Indonesia,Indonesia,Java,-7.97,113.57,3088,Subduction zone / Continental crust (>25 km),Evidence Credible,372,11959,1601344,10538031,1,360
341082,Iztaccihuatl,Stratovolcano,Unknown,Mexico,México and Central America,Mexico,19.179,-98.642,5230,Subduction zone / Continental crust (>25 km),Evidence Credible,98,1343,1036172,27276280,0,484
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,2381,8037,8375,11837468,70,392
283010,Izu-Tobu,Pyroclastic cone,1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,5886,61727,447660,17928355,2,392
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,21,21,21,21,7,392
268051,Jailolo,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,1.08,127.439,993,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,7459,21868,79855,633186,0,360
390829,James Ross Island,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-64.15,-57.75,1630,Intraplate / Continental crust (>25 km),Evidence Credible,0,0,0,0,0,10
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,8,578
355036,Jatun Mundo Quri Warani,Lave dome,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,Subduction zone / Continental crust (>25 km),Evidence Uncertain,73,341,6186,314777,0,0
355035,"Jayu Khota, Laguna",Maar(s),Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,Subduction zone / Continental crust (>25 km),Evidence Credible,176,856,6757,70825,0,0
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,823,556054,0,840
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Intraplate / Continental crust (>25 km),Eruption Dated,35038,35038,149132,2372857,0,156
302060,Jom-Bolok,Volcanic field,-5180,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,Rift zone / Continental crust (>25 km),Eruption Dated,0,0,6,3578,0,643
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Eruption Dated,0,0,28,232946,0,840
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,278,15352,333750,2608259,13,360
284097,Kaikata Seamount,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,Subduction zone / Crustal thickness unknown,Unrest / Holocene,0,0,0,0,0,392
241010,Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Eruption Dated,13786,13786,18679,133899,0,554
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,160,4,392
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,0,0,0,16,840
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,1662,40276,923257,9345000,31,608
263020,Karang,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-6.268,106.05,1768,Subduction zone / Continental crust (>25 km),Evidence Uncertain,1006,73942,1753655,23398992,0,360
213001,Karapinar Field,Pyroclastic cone,Unknown,Turkey,Mediterranean and Western Asia,Turkey,37.667,33.6,1302,Intraplate / Continental crust (>25 km),Evidence Credible,46013,46013,73698,1220961,0,792
223040,Karisimbi,Stratovolcano,-8050,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.506,29.45,4490,Rift zone / Continental crust (>25 km),Eruption Dated,9657,85615,1198124,10835260,0,0
251030,Karkar,Stratovolcano,2014,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1839,Subduction zone / Continental crust (>25 km),Eruption Observed,5,4159,20127,189841,15,598
233010,Karthala,Shield,2007,Comoros,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Intraplate / Oceanic crust (< 15 km),Eruption Observed,225379,225379,278330,399067,35,174
300130,Karymsky,Stratovolcano,2019,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,291,10848,42,643
372030,Katla,Subglacial,1918,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,473,11326,23,352
312170,Katmai,Stratovolcano,1912,United States,Alaska,Alaska Peninsula,58.28,-154.963,2047,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,128,6,840
223003,Katwe-Kikorongo,Tuff cone,Unknown,Uganda,Africa and Red Sea,Africa (central),-0.08,29.92,1067,Rift zone / Continental crust (>25 km),Evidence Credible,446218,446218,578503,6241035,0,800
214020,Kazbek,Stratovolcano,-750,Georgia,Mediterranean and Western Asia,Western Asia,42.7,44.5,5050,Intraplate / Continental crust (>25 km),Eruption Dated,0,9,7693,1749897,0,268
300500,Kebeney,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,218,6315,0,643
300410,Kekurny,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,6,46,6020,0,643
264140,Kelimutu,Complex,1968,Indonesia,Indonesia,Lesser Sunda Islands,-8.77,121.82,1639,Subduction zone / Crustal thickness unknown,Eruption Observed,746,9896,118605,606946,3,360
300041,Kell,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.65,157.35,900,Subduction zone / Continental crust (>25 km),Evidence Credible,0,12,166,3586,0,643
305020,Keluo Group,Pyroclastic cone,Unknown,China,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,Intraplate / Continental crust (>25 km),Evidence Credible,20323,20323,72863,994984,0,156
263280,Kelut,Stratovolcano,2014,Indonesia,Indonesia,Java,-7.93,112.308,1731,Subduction zone / Continental crust (>25 km),Eruption Observed,279,50901,2087876,24999627,39,360
263110,Kendang,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.245,107.709,2594,Subduction zone / Continental crust (>25 km),Evidence Credible,7758,89790,2601697,21174023,0,360
234020,Kerguelen Islands,Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,Intraplate / Oceanic crust (< 15 km),Evidence Uncertain,0,0,0,0,0,250
261170,Kerinci,Stratovolcano,2020,Indonesia,Indonesia,Sumatra,-1.697,101.264,3800,Subduction zone / Continental crust (>25 km),Eruption Observed,304,33878,264107,1437454,37,360
290200,Ketoi,Stratovolcano,1960,Russia,Kuril Islands,Kuril Islands,47.35,152.475,1172,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1,10,11,90,5,643
303020,Khanuy Gol,Volcanic field,Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,Intraplate / Continental crust (>25 km),Evidence Credible,6120,6120,6120,66243,0,496
290300,Kharimkotan,Stratovolcano,1933,Russia,Kuril Islands,Kuril Islands,49.12,154.508,1145,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,2,2,4,22,6,643
231060,"Khaybar, Harrat",Volcanic field,650,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.0,39.92,2093,Intraplate / Continental crust (>25 km),Eruption Observed,13619,13619,13619,1415732,0,682
300053,Khodutka,Stratovolcano,-300,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.062,157.711,2039,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,187,3525,0,643
360160,Kick 'em Jenny,Submarine,2017,Grenada,West Indies,West Indies,12.3,-61.64,-185,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,4687,72786,104256,14,308
282060,Kikai,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.793,130.305,704,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,152,152,152,1002905,16,392
300180,Kikhpinych,Stratovolcano,1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506,Subduction zone / Continental crust (>25 km),Eruption Dated,0,29,687,4322,2,643
332010,Kilauea,Shield,2018,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Intraplate / Oceanic crust (< 15 km),Eruption Observed,3122,3122,8495,169550,77,840
282090,Kirishimayama,Shield,2018,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700,Subduction zone / Continental crust (>25 km),Eruption Observed,647,8415,407050,3972044,69,392
231071,"Kishb, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),22.8,41.38,1475,Intraplate / Continental crust (>25 km),Evidence Credible,8028,8028,8028,25048,0,682
284061,Kita-Bayonnaise,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,0,0,0,232,0,392
284110,Kita-Ioto,Stratovolcano,1945,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,Subduction zone / Crustal thickness unknown,Eruption Observed,158,162,162,1210,19,392
266120,Klabat,Stratovolcano,Unknown,Indonesia,Indonesia,Sulawesi,1.454,125.031,1968,Subduction zone / Continental crust (>25 km),Unrest / Holocene,1352,39935,822740,1326026,0,360
300260,Klyuchevskoy,Stratovolcano,2020,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,292,12406,108,643
290120,Kolokol Group,Stratovolcano,1973,Russia,Kuril Islands,Kuril Islands,46.042,150.083,1328,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,2,2,128,375,11,643
221200,Kone,Caldera,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.788,39.701,1380,Rift zone / Continental crust (>25 km),Eruption Observed,7289,27271,255387,4245801,1,231
221320,Korath Range,Tuff cone,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.1,35.88,912,Rift zone / Intermediate crust (15-25 km),Evidence Uncertain,24549,24549,48969,270726,0,231
222054,Korosi,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.77,36.12,1446,Rift zone / Continental crust (>25 km),Evidence Credible,1256,9641,85474,2051312,0,404
311161,Korovin,Stratovolcano,2007,United States,Alaska,Aleutian Islands,52.381,-174.166,1518,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,205,205,14,840
300020,Koshelev,Stratovolcano,1690,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.356,156.753,1822,Subduction zone / Continental crust (>25 km),Eruption Observed,0,2,855,4390,2,643
300122,Kostakan,Pyroclastic cone,1350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,Subduction zone / Continental crust (>25 km),Eruption Dated,13,13,1352,232577,2,643
225021,"Koussi, Emi",Pyroclastic shield,Unknown,Chad,Africa and Red Sea,Africa (northern),19.8,18.53,3415,Intraplate / Continental crust (>25 km),Evidence Credible,0,8,26,1616,0,148
284030,Kozushima,Lave dome,838,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,2406,2406,5716,442731,0,392
373080,Krafla,Caldera,1984,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,Rift zone / Oceanic crust (< 15 km),Eruption Observed,384,384,1258,25667,14,352
262000,Krakatau,Caldera,2020,Indonesia,Indonesia,Krakatau,-6.102,105.423,155,Subduction zone / Continental crust (>25 km),Eruption Observed,7177,7177,8027,6326159,52,360
300190,Krasheninnikov,Caldera,1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,Subduction zone / Continental crust (>25 km),Eruption Dated,308,308,814,4674,2,643
252070,Krummel-Garbuna-Welcker,Stratovolcano,2008,Papua New Guinea,Melanesia and Australia,New Britain,-5.416,150.027,564,Subduction zone / Continental crust (>25 km),Eruption Observed,91,8207,58235,143455,3,598
371030,Krysuvik,Crater rows,1340,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360,Rift zone / Oceanic crust (< 15 km),Eruption Observed,29070,29070,164484,195915,5,352
300050,Ksudach,Stratovolcano,1907,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.844,157.572,1079,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,244,3850,2,643
282050,Kuchinoerabujima,Stratovolcano,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1544,1698,5348,149518,24,392
282043,Kuchinoshima,Stratovolcano,1190,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.968,129.926,628,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,93,101,291,11002,1,392
282120,Kujusan,Stratovolcano,1996,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.086,131.249,1791,Subduction zone / Continental crust (>25 km),Eruption Observed,1667,11771,181541,7815706,4,392
213000,Kula,Pyroclastic cone,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.58,28.52,750,Intraplate / Continental crust (>25 km),Evidence Credible,66866,66866,187845,2655406,0,792
304030,Kunlun Volcanic Group,Pyroclastic cone,1951,China,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,Intraplate / Continental crust (>25 km),Eruption Observed,1253,1253,3212,22621,2,156
283210,Kurikomayama,Stratovolcano,1950,Japan,"Japan, Taiwan, Marianas",Honshu,38.961,140.788,1627,Subduction zone / Continental crust (>25 km),Eruption Observed,226,1081,104165,4615592,7,392
300023,Kurile Lake,Caldera,-6440,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.45,157.12,81,Subduction zone / Continental crust (>25 km),Eruption Dated,23,23,397,4078,0,643
283120,Kusatsu-Shiranesan,Stratovolcano,2018,Japan,"Japan, Taiwan, Marianas",Honshu,36.618,138.528,2165,Subduction zone / Continental crust (>25 km),Eruption Observed,4485,14296,434049,5947593,25,392
285080,Kussharo,Caldera,1320,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.615,144.427,574,Subduction zone / Continental crust (>25 km),Eruption Dated,8331,8331,26476,680109,1,392
285034,Kuttara,Stratovolcano,1820,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.491,141.16,549,Subduction zone / Continental crust (>25 km),Eruption Dated,10198,34015,220509,3371955,1,392
225040,Kutum Volcanic Field,Pyroclastic cone,Unknown,Sudan,Africa and Red Sea,Africa (northern),14.57,25.85,1779,Intraplate / Continental crust (>25 km),Evidence Uncertain,30569,30569,30569,194797,0,729
257070,Kuwae,Caldera,1974,Vanuatu,Melanesia and Australia,Vanuatu,-16.829,168.536,-2,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,2836,2836,5725,48609,18,548
373050,Kverkfjoll,Stratovolcano,1968,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,2901,6,352
222170,Kyejo,Stratovolcano,1800,Tanzania,Africa and Red Sea,Africa (eastern),-9.229,33.792,2176,Rift zone / Continental crust (>25 km),Eruption Observed,2259,38428,378511,2263665,1,0
383010,La Palma,Stratovolcano,1971,Spain,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,Intraplate / Oceanic crust (< 15 km),Eruption Observed,442,18506,55922,85416,7,724
273080,Laguna Caldera,Caldera,Unknown,Philippines,Philippines and SE Asia,Luzon,14.42,121.27,743,Subduction zone / Continental crust (>25 km),Unrest / Holocene,625567,625567,7073814,26270664,0,608
344133,"Lajas, Las",Shield,Unknown,Nicaragua,México and Central America,Nicaragua,12.3,-85.73,926,Subduction zone / Continental crust (>25 km),Evidence Uncertain,1901,11384,130109,3304910,0,558
263320,Lamongan,Stratovolcano,1898,Indonesia,Indonesia,Java,-7.981,113.341,1641,Subduction zone / Continental crust (>25 km),Eruption Observed,6588,66387,2193829,15322387,42,360
252010,Langila,Complex,2018,Papua New Guinea,Melanesia and Australia,New Britain,-5.525,148.42,1330,Subduction zone / Continental crust (>25 km),Eruption Observed,213,3653,11641,45698,27,598
371080,Langjokull,Subglacial,950,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,Rift zone / Oceanic crust (< 15 km),Eruption Dated,0,0,5,11973,0,352
357122,Lanin,Stratovolcano,560,Chile-Argentina,South America,Central Chile and Argentina,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Eruption Dated,13,352,3007,202987,0,0
383060,Lanzarote,Fissure vent(s),1824,Spain,Atlantic Ocean,Canary Islands,29.03,-13.63,670,Intraplate / Intermediate crust (15-25 km),Eruption Observed,19033,80515,164123,225373,2,724
355100,Lascar,Stratovolcano,2017,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Eruption Observed,0,70,570,8119,34,152
