volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_count,country-code
300110,Dzenzursky,Compound,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,110,250934,2,643
284201,East Diamante,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.93,145.67,-127,Subduction zone / Crustal thickness unknown,Unrest / Holocene,0,0,0,76403,0,840
356011,Easter Island,Shield,Unknown,Chile,South America,Pacific Ocean (Chilean Islands),-27.15,-109.38,511,Rift zone / Oceanic crust (< 15 km),Evidence Credible,698,4029,4091,4091,0,152
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,19,643
222080,"Eburru, Ol Doinyo",Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.65,36.22,2856,Rift zone / Continental crust (>25 km),Evidence Credible,460,9365,323529,7992639,0,404
353011,Ecuador,Shield,1150,Ecuador,South America,Galapagos Islands,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Eruption Dated,135,135,193,894,1,218
315040,Edgecumbe,Stratovolcano,-2220,United States,Alaska,Alaska (eastern),57.05,-135.75,970,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,6613,7074,0,840
320060,Edziza,Stratovolcano,950,Canada,Canada and Western USA,Canada,57.72,-130.63,2786,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,898,0,124
214010,Elbrus,Stratovolcano,50,Russia,Mediterranean and Western Asia,Western Asia,43.351,42.442,5642,Intraplate / Continental crust (>25 km),Eruption Dated,26,195,5718,1469719,0,643
300590,Elovsky,Shield,-7550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,44,2704,0,643
312020,Emmons Lake,Caldera,Unknown,United States,Alaska,Alaska Peninsula,55.341,-162.073,1436,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,686,1199,0,840
222051,Emuruangogolak,Shield,1910,Kenya,Africa and Red Sea,Africa (eastern),1.5,36.33,1285,Rift zone / Continental crust (>25 km),Eruption Dated,80,252,4448,445177,6,404
331010,Endeavour Segment,Submarine,-3490,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,Rift zone / Oceanic crust (< 15 km),Eruption Dated,0,0,0,0,0,124
257060,Epi,Stratovolcano,2004,Vanuatu,Melanesia and Australia,Vanuatu,-16.68,168.37,833,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,170,7819,52827,14,548
213010,Erciyes Dagi,Stratovolcano,-6880,Turkey,Mediterranean and Western Asia,Turkey,38.531,35.447,3864,Intraplate / Continental crust (>25 km),Eruption Dated,1715,8036,767813,1817720,0,792
390020,Erebus,Stratovolcano,2020,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-77.53,167.17,3794,Intraplate / Continental crust (>25 km),Eruption Observed,0,0,0,0,15,10
221080,Erta Ale,Shield,2020,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.6,40.67,613,Rift zone / Intermediate crust (15-25 km),Eruption Observed,2685,2796,8857,235083,7,231
285011,Esan,Lave dome,1874,Japan,"Japan, Taiwan, Marianas",Hokkaido,41.805,141.166,618,Subduction zone / Continental crust (>25 km),Eruption Observed,1734,5831,33197,916560,3,392
374020,Esjufjoll,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.25,-16.583,1620,Rift zone / Oceanic crust (< 15 km),Unrest / Holocene,0,0,0,2564,1,352
344131,Esteli,Fissure vent(s),Unknown,Nicaragua,México and Central America,Nicaragua,13.17,-86.4,899,Subduction zone / Continental crust (>25 km),Evidence Uncertain,133804,133804,246244,2574633,0,558
211060,Etna,Stratovolcano,2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,192,380
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,1932,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.808,147.131,1206,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,1,289,644,4311,2,0
290070,Etorofu-Yakeyama [Grozny Group],Complex,2013,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.012,147.871,1158,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,39,2417,6361,7,0
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,4,786,18516,3,352
284140,Farallon de Pajaros,Stratovolcano,1967,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.546,144.893,337,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,0,18,840
382010,Fayal,Stratovolcano,1958,Portugal,Atlantic Ocean,Azores,38.6,-28.73,1043,Rift zone / Oceanic crust (< 15 km),Eruption Observed,1514,13757,24414,50663,2,620
221190,Fentale,Stratovolcano,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.975,39.93,2007,Rift zone / Continental crust (>25 km),Eruption Observed,1919,14201,169357,3482286,2,231
311350,Fisher,Stratovolcano,1830,United States,Alaska,Aleutian Islands,54.65,-164.43,1112,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,25,3,840
342140,Flores,Volcanic field,Unknown,Guatemala,México and Central America,Guatemala,14.308,-89.992,1600,Subduction zone / Continental crust (>25 km),Evidence Credible,205145,205145,397357,7489933,0,320
382001,Flores,Stratovolcano,-950,Portugal,Atlantic Ocean,Azores,39.462,-31.216,914,Intraplate / Continental crust (>25 km),Eruption Dated,1054,4560,5825,5865,0,620
384010,Fogo,Stratovolcano,2015,Cape Verde,Atlantic Ocean,Cape Verde Islands,14.95,-24.35,2829,Intraplate / Intermediate crust (15-25 km),Eruption Observed,189,13254,37650,267298,12,0
223001,Fort Portal,Tuff cone,-2120,Uganda,Africa and Red Sea,Africa (central),0.7,30.25,1615,Rift zone / Continental crust (>25 km),Eruption Dated,242914,242914,498815,4167189,0,800
320010,Fort Selkirk,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,62.93,-137.38,1239,Intraplate / Continental crust (>25 km),Evidence Uncertain,6,6,6,491,0,124
233020,"Fournaise, Piton de la",Shield,2020,France,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,Intraplate / Oceanic crust (< 15 km),Eruption Observed,55859,55859,246792,717820,187,250
373070,Fremrinamar,Stratovolcano,-1200,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,Rift zone / Oceanic crust (< 15 km),Eruption Dated,0,0,476,19143,1,352
312010,Frosty,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,55.067,-162.835,1728,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,67,1153,0,840
342090,Fuego,Stratovolcano,2020,Guatemala,México and Central America,Guatemala,14.473,-90.88,3763,Subduction zone / Continental crust (>25 km),Eruption Observed,1373,54332,1016339,7677809,75,320
383050,Fuerteventura,Fissure vent(s),Unknown,Spain,Atlantic Ocean,Canary Islands,28.358,-14.02,529,Intraplate / Intermediate crust (15-25 km),Evidence Credible,1432,8752,52038,226781,0,724
283030,Fujisan,Stratovolcano,1708,Japan,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776,Subduction zone / Continental crust (>25 km),Eruption Observed,570,1759,906969,25022187,13,392
282091,Fukue,Shield,-400,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.657,128.849,315,Subduction zone / Continental crust (>25 km),Eruption Dated,18334,40407,61450,704523,0,392
382100,Furnas,Stratovolcano,1630,Portugal,Atlantic Ocean,Azores,37.77,-25.32,805,Rift zone / Oceanic crust (< 15 km),Eruption Observed,1333,7310,87865,153182,4,620
221150,Gabillema,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.08,41.27,1459,Rift zone / Intermediate crust (15-25 km),Evidence Credible,248,772,12626,373968,0,231
221050,Gada Ale,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.975,40.408,287,Rift zone / Intermediate crust (15-25 km),Evidence Credible,101,605,4827,618972,0,231
334070,Galapagos Rift,Submarine,1996,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,2,0
351080,Galeras,Complex,2014,Colombia,South America,Colombia,1.22,-77.37,4276,Subduction zone / Continental crust (>25 km),Eruption Observed,705,120817,630777,1700248,36,170
255062,Gallego,Volcanic field,Unknown,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.35,159.73,1000,Subduction zone / Crustal thickness unknown,Evidence Uncertain,10017,10017,81587,169626,0,90
263140,Galunggung,Stratovolcano,1984,Indonesia,Indonesia,Java,-7.25,108.058,2168,Subduction zone / Continental crust (>25 km),Eruption Observed,4781,66495,2382939,23897342,5,360
268060,Gamalama,Stratovolcano,2018,Indonesia,Indonesia,Halmahera,0.8,127.33,1715,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,103429,204820,308691,536972,87,360
300210,Gamchen,Complex,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,382,3829,0,643
268040,Gamkonora,Stratovolcano,2007,Indonesia,Indonesia,Halmahera,1.38,127.53,1635,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,3354,12744,61376,627128,14,360
320200,Garibaldi,Stratovolcano,-8060,Canada,Canada and Western USA,Canada,49.85,-123.0,2678,Subduction zone / Continental crust (>25 km),Eruption Dated,0,22,16058,2264818,0,124
320190,Garibaldi Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,49.933,-123.0,2316,Subduction zone / Continental crust (>25 km),Evidence Credible,6635,6635,28109,2218089,0,124
252030,Garove,Stratovolcano,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-4.687,149.511,368,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,4259,5887,6388,18704,0,598
252060,Garua Harbour,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-5.3,150.07,565,Subduction zone / Continental crust (>25 km),Evidence Uncertain,12090,12090,44354,123676,0,598
257020,Gaua,Stratovolcano,2011,Vanuatu,Melanesia and Australia,Vanuatu,-14.27,167.5,797,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,166,1200,2848,8834,16,548
221230,Gedamsa,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.357,39.188,1873,Rift zone / Continental crust (>25 km),Evidence Credible,216008,216008,744211,8000105,0,231
263060,Gede-Pangrango,Stratovolcano,1957,Indonesia,Indonesia,Java,-6.77,106.965,3008,Subduction zone / Continental crust (>25 km),Eruption Observed,2500,154390,2315469,40640105,26,360
353081,Genovesa,Shield,Unknown,Ecuador,South America,Galapagos Islands,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Evidence Credible,197,197,197,2665,0,218
214070,Ghegham Volcanic Ridge,Volcanic field,-1900,Armenia,Mediterranean and Western Asia,Western Asia,40.283,45.0,3597,Intraplate / Continental crust (>25 km),Eruption Dated,1265153,1265153,1265153,3151168,0,51
321020,Glacier Peak,Stratovolcano,1700,United States,Canada and Western USA,USA (Washington),48.112,-121.113,3213,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,23,1340896,2,840
341097,"Gloria, La",Volcanic field,Unknown,Mexico,México and Central America,Mexico,19.33,-97.25,3500,Subduction zone / Continental crust (>25 km),Evidence Credible,108512,108512,290739,5697562,0,484
323170,Golden Trout Creek,Volcanic field,-5550,United States,Canada and Western USA,USA (California),36.358,-118.32,2886,Rift zone / Continental crust (>25 km),Eruption Dated,3,3,273,461496,0,840
253041,Goodenough,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,150.35,220,Subduction zone / Continental crust (>25 km),Evidence Credible,7639,7639,17932,127955,0,598
300070,Gorely,Caldera,2010,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.03,1799,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,19,250293,17,643
382040,Graciosa,Stratovolcano,-1950,Portugal,Atlantic Ocean,Azores,39.02,-27.97,402,Rift zone / Oceanic crust (< 15 km),Eruption Dated,2500,5941,6153,96656,0,620
383040,Gran Canaria,Fissure vent(s),40,Spain,Atlantic Ocean,Canary Islands,28.0,-15.58,1950,Intraplate / Intermediate crust (15-25 km),Eruption Dated,1101,8049,697199,1119998,0,724
344101,Granada,Fissure vent(s),Unknown,Nicaragua,México and Central America,Nicaragua,11.92,-85.98,300,Subduction zone / Continental crust (>25 km),Evidence Credible,105952,137880,678798,2722372,0,558
371060,Grimsnes,Crater rows,-3500,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,Rift zone / Oceanic crust (< 15 km),Eruption Dated,6253,6253,11236,197798,0,352
373010,Grimsvotn,Caldera,2011,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,1736,79,352
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,South America,Ecuador,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Eruption Observed,449,32488,2064475,3581801,31,218
355093,Guayaques,Lave dome,Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Subduction zone / Continental crust (>25 km),Evidence Credible,2,26,408,9770,0,0
343052,Guazapa,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.9,-89.12,1438,Subduction zone / Continental crust (>25 km),Evidence Uncertain,6492,94131,2488228,6800406,0,222
221124,Gufa,Volcanic field,Unknown,Eritrea-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.55,42.53,600,Rift zone / Intermediate crust (15-25 km),Evidence Credible,1651,1651,6301,186649,0,0
263130,Guntur,Complex,1847,Indonesia,Indonesia,Java,-7.143,107.84,2249,Subduction zone / Continental crust (>25 km),Eruption Observed,4652,218012,3412038,24486191,27,360
284050,Hachijojima,Stratovolcano,1606,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,11275,13560,13564,14082,5,392
283250,Hachimantai,Stratovolcano,-5350,Japan,"Japan, Taiwan, Marianas",Honshu,39.958,140.854,1613,Subduction zone / Continental crust (>25 km),Eruption Dated,268,1261,89833,3131126,0,392
275001,Hainan Volcanic Field,Pyroclastic cone,1933,China,Philippines and SE Asia,Southeast Asia,19.905,110.229,196,Intraplate / Continental crust (>25 km),Eruption Observed,1731229,1731229,1731229,6213231,2,156
283280,Hakkodasan,Stratovolcano,1550,Japan,"Japan, Taiwan, Marianas",Honshu,40.659,140.877,1585,Subduction zone / Continental crust (>25 km),Eruption Dated,225,730,476624,1921667,2,392
283020,Hakoneyama,Complex,2015,Japan,"Japan, Taiwan, Marianas",Honshu,35.233,139.021,1438,Subduction zone / Continental crust (>25 km),Eruption Dated,14140,53755,1543563,30282197,2,392
283050,Hakusan,Stratovolcano,1659,Japan,"Japan, Taiwan, Marianas",Honshu,36.155,136.771,2702,Subduction zone / Continental crust (>25 km),Eruption Observed,474,807,63965,5959200,11,392
332060,Haleakala,Shield,1750,United States,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,Intraplate / Oceanic crust (< 15 km),Eruption Dated,26074,26074,65398,157582,9,840
306040,Halla,Shield,1007,South Korea,Kamchatka and Mainland Asia,Korea,33.361,126.53,1919,Intraplate / Continental crust (>25 km),Eruption Observed,134,2653,482766,543082,2,0
221022,Hanish,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,13.72,42.73,422,Rift zone / Oceanic crust (< 15 km),Evidence Credible,219,304,811,850223,0,887
252100,Hargy,Stratovolcano,950,Papua New Guinea,Melanesia and Australia,New Britain,-5.33,151.1,1148,Subduction zone / Continental crust (>25 km),Eruption Dated,84,5093,14613,85504,0,598
231001,Harrat Ash Shamah,Volcanic field,1850,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,Intraplate / Continental crust (>25 km),Eruption Observed,276996,276996,276996,276996,1,0
283122,Harunasan,Stratovolcano,550,Japan,"Japan, Taiwan, Marianas",Honshu,36.477,138.851,1449,Subduction zone / Continental crust (>25 km),Eruption Dated,1135,36116,1185012,14076385,0,392
213002,Hasan Dagi,Stratovolcano,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.13,34.17,3253,Intraplate / Continental crust (>25 km),Evidence Credible,235,4979,174584,1362673,0,792
275040,Haut Dong Nai,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,11.6,108.2,1000,Intraplate / Continental crust (>25 km),Evidence Uncertain,136278,136278,344723,2975160,0,704
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Intraplate / Continental crust (>25 km),Eruption Dated,225754,225754,225754,4164209,0,887
241140,Healy,Submarine,1360,New Zealand,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,0,0,0,0,1,554
234010,Heard,Stratovolcano,2020,Australia,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Intraplate / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,13,36
372070,Hekla,Stratovolcano,2000,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,298,22845,25,352
370020,Helgrindur,Pyroclastic cone,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,Rift zone / Oceanic crust (< 15 km),Evidence Credible,753,753,2312,20018,0,352
324040,Hell's Half Acre,Shield,-3250,United States,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Rift zone / Continental crust (>25 km),Eruption Dated,0,305,12646,295506,0,840
371050,Hengill,Crater rows,150,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Eruption Dated,5722,5722,124106,204855,0,352
383020,Hierro,Shield,2012,Spain,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,Intraplate / Oceanic crust (< 15 km),Eruption Observed,20321,20321,20321,43696,4,724
283131,Hiuchigatake,Stratovolcano,1544,Japan,"Japan, Taiwan, Marianas",Honshu,36.955,139.285,2356,Subduction zone / Continental crust (>25 km),Eruption Observed,179,720,18567,7523509,1,392
390110,Hodson,Stratovolcano,Unknown,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.712,-27.176,835,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,0,0,0,0,2,826
371090,Hofsjokull,Subglacial,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.833,-18.766,1765,Rift zone / Oceanic crust (< 15 km),Evidence Credible,0,0,0,3436,0,352
285020,Hokkaido-Komagatake,Stratovolcano,2000,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.063,140.677,1131,Subduction zone / Continental crust (>25 km),Eruption Observed,173,23091,234213,962081,21,392
222070,Homa Mountain,Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.38,34.5,1751,Rift zone / Continental crust (>25 km),Evidence Credible,16124,60670,628701,10069120,0,404
322010,Hood,Stratovolcano,1866,United States,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Eruption Observed,0,850,9721,2067520,7,840
320080,Hoodoo Mountain,Subglacial,-7050,Canada,Canada and Western USA,Canada,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,2330,0,124
371051,Hromundartindur,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.333,550,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,5738,5738,26028,201964,0,352
332040,Hualalai,Shield,1801,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Intraplate / Oceanic crust (< 15 km),Eruption Observed,35906,35906,46959,166240,6,840
354005,Huambo,Volcanic field,-700,Peru,South America,Peru,-15.83,-72.13,4550,Subduction zone / Continental crust (>25 km),Eruption Dated,301,1157,7271,1028814,0,604
357123,Huanquihue Group,Stratovolcano,1750,Argentina,South America,Central Chile and Argentina,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Eruption Dated,22,108,3515,190322,1,32
354030,Huaynaputina,Stratovolcano,1600,Peru,South America,Peru,-16.608,-70.85,4850,Subduction zone / Continental crust (>25 km),Eruption Observed,36,210,9153,1088509,1,604
390028,Hudson Mountains,Stratovolcano,-210,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.33,-99.42,749,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,0,1,10
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Eruption Observed,0,12,28,81642,5,152
358030,Huequi,Lave dome,1920,Chile,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Eruption Observed,0,7,1076,107960,7,152
261280,Hulubelu,Caldera,Unknown,Indonesia,Indonesia,Sumatra,-5.334,104.59,849,Subduction zone / Continental crust (>25 km),Unrest / Holocene,56894,56894,99405,4261988,0,360
261200,Hululais,Compound,Unknown,Indonesia,Indonesia,Sumatra,-3.247,102.239,2122,Subduction zone / Continental crust (>25 km),Unrest / Holocene,9,21,45038,1566370,0,360
341093,"Humeros, Los",Caldera,-4470,Mexico,México and Central America,Mexico,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Eruption Dated,7461,27331,566898,5710131,0,484
253050,Iamalele,Lave dome,Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.52,150.53,200,Subduction zone / Continental crust (>25 km),Evidence Credible,382,766,8026,113875,0,598
268030,Ibu,Stratovolcano,2020,Indonesia,Indonesia,Halmahera,1.488,127.63,1325,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1560,14549,64581,637988,5,360
300710,Iettunup,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.4,161.08,1340,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,2,2905,0,643
222161,Igwisi Hills,Pyroclastic cone,-10450,Tanzania,Africa and Red Sea,Africa (eastern),-4.889,31.933,1146,Rift zone / Continental crust (>25 km),Eruption Dated,37034,37034,105827,774440,0,0
263350,Ijen,Stratovolcano,1999,Indonesia,Indonesia,Java,-8.058,114.242,2769,Subduction zone / Continental crust (>25 km),Eruption Observed,1098,5504,664199,6846855,10,360
300670,Iktunup,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,16,1965,0,643
313020,Iliamna,Stratovolcano,1876,United States,Alaska,Alaska (southwestern),60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,1,7564,14,840
264220,Iliboleng,Stratovolcano,1993,Indonesia,Indonesia,Lesser Sunda Islands,-8.342,123.258,1659,Subduction zone / Crustal thickness unknown,Eruption Observed,30359,87503,260688,757701,20,360
264240,Ililabalekan,Stratovolcano,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.55,123.38,1018,Subduction zone / Crustal thickness unknown,Unrest / Holocene,7747,14260,123287,756090,0,360
264170,Ilimuda,Stratovolcano,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.479,122.761,881,Subduction zone / Crustal thickness unknown,Unrest / Holocene,32343,72197,263803,903546,0,360
264250,Iliwerung,Complex,2013,Indonesia,Indonesia,Lesser Sunda Islands,-8.53,123.57,1018,Subduction zone / Crustal thickness unknown,Eruption Observed,968,4318,79569,665081,15,360
352041,Illiniza,Stratovolcano,Unknown,Ecuador,South America,Ecuador,-0.659,-78.714,5248,Subduction zone / Continental crust (>25 km),Evidence Credible,535,6034,158371,3941221,0,218
343060,Ilopango,Caldera,1880,El Salvador,México and Central America,El Salvador and Honduras,13.672,-89.053,450,Subduction zone / Continental crust (>25 km),Eruption Observed,2049583,2049583,2948989,6689160,1,222
352004,Imbabura,Compound,-5550,Ecuador,South America,Ecuador,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Eruption Dated,538,96294,477043,3245887,0,218
314060,Imuruk Lake,Shield,300,United States,Alaska,Alaska (western),65.517,-163.45,610,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,0,0,840
321070,Indian Heaven,Shield,-6250,United States,Canada and Western USA,USA (Washington),45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Eruption Dated,687,687,6911,2019828,0,840
357041,Infiernillo,Volcanic field,-6890,Argentina,South America,Central Chile and Argentina,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Eruption Dated,270,270,1374,40368,0,32
264090,Inielika,Complex,2001,Indonesia,Indonesia,Lesser Sunda Islands,-8.73,120.98,1559,Subduction zone / Crustal thickness unknown,Eruption Observed,4601,27281,162299,818815,2,360
264080,Inierie,Stratovolcano,-8050,Indonesia,Indonesia,Lesser Sunda Islands,-8.875,120.95,2245,Subduction zone / Crustal thickness unknown,Eruption Dated,1073,7501,101938,809293,0,360
284120,Ioto,Caldera,2012,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,Subduction zone / Crustal thickness unknown,Eruption Observed,1179,1179,1189,1370,22,392
282020,Io-Torishima,Complex,1968,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,27.881,128.223,212,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,52818,9,392
342190,Ipala,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.55,-89.63,1650,Subduction zone / Continental crust (>25 km),Evidence Credible,3381,25003,332154,6136659,0,320
345060,Irazu,Stratovolcano,1994,Costa Rica,México and Central America,Costa Rica,9.979,-83.852,3432,Subduction zone / Continental crust (>25 km),Eruption Observed,1978,25442,1667528,3432860,36,188
341023,"Isabel, Isla",Tuff cone,Unknown,Mexico,México and Central America,Mexico,21.848,-105.886,95,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,0,0,0,484
273042,Isarog,Stratovolcano,-3500,Philippines,Philippines and SE Asia,Luzon,13.658,123.38,1966,Subduction zone / Continental crust (>25 km),Eruption Dated,146,27806,1208269,4291363,0,608
211030,Ischia,Complex,1302,Italy,Mediterranean and Western Asia,Italy,40.73,13.897,789,Subduction zone / Continental crust (>25 km),Eruption Observed,18669,20210,383661,5729354,2,380
320090,Iskut-Unuk River Cones,Pyroclastic cone,1800,Canada,Canada and Western USA,Canada,56.58,-130.55,1880,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,663,3,124
233014,Itasy Volcanic Field,Pyroclastic cone,-6050,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,Intraplate / Continental crust (>25 km),Eruption Dated,129121,129121,249291,4168513,0,450
